"Time","machine69","machine70","All Machines","machine77"
2024-07-31 14:39:30,0.342,0.174,0.691,0.174
2024-07-31 14:39:45,0.342,0.175,0.692,0.175
2024-07-31 14:40:00,0.342,0.175,0.692,0.175
2024-07-31 14:40:15,0.342,0.175,0.692,0.175
2024-07-31 14:40:30,0.343,0.175,0.692,0.175
2024-07-31 14:40:45,0.343,0.176,0.698,0.176
2024-07-31 14:41:00,0.343,0.176,0.698,0.176
2024-07-31 14:41:15,0.343,0.176,0.698,0.176
2024-07-31 14:41:30,0.345,0.176,0.698,0.176
2024-07-31 14:41:45,0.345,0.178,0.705,0.178
2024-07-31 14:42:00,0.345,0.178,0.705,0.178
2024-07-31 14:42:15,0.345,0.178,0.705,0.178
2024-07-31 14:42:30,0.348,0.178,0.705,0.178
2024-07-31 14:42:45,0.348,0.178,0.711,0.180
2024-07-31 14:43:00,0.348,0.180,0.711,0.180
2024-07-31 14:43:15,0.348,0.180,0.711,0.180
2024-07-31 14:43:30,0.351,0.180,0.711,0.180
2024-07-31 14:43:45,0.351,0.180,0.717,0.182
2024-07-31 14:44:00,0.351,0.182,0.717,0.182
2024-07-31 14:44:15,0.351,0.182,0.717,0.182
