"Time","orderers","peers","Total"
2024-07-31 14:39:30,0.114,4.09,4.09
2024-07-31 14:39:45,0.188,4.27,4.27
2024-07-31 14:40:00,0.230,4.39,4.39
2024-07-31 14:40:15,0.310,4.61,4.61
2024-07-31 14:40:30,0.322,4.51,4.51
2024-07-31 14:40:45,0.392,4.54,4.54
2024-07-31 14:41:00,0.432,4.73,4.73
2024-07-31 14:41:15,0.411,4.61,4.61
2024-07-31 14:41:30,0.452,4.73,4.73
2024-07-31 14:41:45,0.538,4.81,4.81
2024-07-31 14:42:00,0.489,4.83,4.83
2024-07-31 14:42:15,0.556,4.90,4.90
2024-07-31 14:42:30,0.624,4.94,4.94
2024-07-31 14:42:45,0.595,5.02,5.02
2024-07-31 14:43:00,0.634,5.14,5.14
2024-07-31 14:43:15,0.716,5.11,5.11
2024-07-31 14:43:30,0.674,5.25,5.25
2024-07-31 14:43:45,0.686,5.21,5.21
2024-07-31 14:44:00,0.687,5.07,5.07
2024-07-31 14:44:15,0.688,5.25,5.25
