"Time","orderers","peers","Total"
2024-07-31 14:39:30,0.356,12.8,12.8
2024-07-31 14:39:45,0.588,13.3,13.3
2024-07-31 14:40:00,0.717,13.7,13.7
2024-07-31 14:40:15,0.967,14.4,14.4
2024-07-31 14:40:30,1.01,14.1,14.1
2024-07-31 14:40:45,1.23,14.2,14.2
2024-07-31 14:41:00,1.35,14.8,14.8
2024-07-31 14:41:15,1.28,14.4,14.4
2024-07-31 14:41:30,1.41,14.8,14.8
2024-07-31 14:41:45,1.68,15.0,15.0
2024-07-31 14:42:00,1.53,15.1,15.1
2024-07-31 14:42:15,1.74,15.3,15.3
2024-07-31 14:42:30,1.95,15.4,15.4
2024-07-31 14:42:45,1.86,15.7,15.7
2024-07-31 14:43:00,1.98,16.1,16.1
2024-07-31 14:43:15,2.24,16.0,16.0
2024-07-31 14:43:30,2.11,16.4,16.4
2024-07-31 14:43:45,2.14,16.3,16.3
2024-07-31 14:44:00,2.15,15.8,15.8
2024-07-31 14:44:15,2.15,16.4,16.4
