"Time","machine69","machine70","All Machines","machine77"
2024-07-31 14:39:30,0.582,0.297,0.588,0.148
2024-07-31 14:39:45,0.582,0.297,0.589,0.149
2024-07-31 14:40:00,0.582,0.297,0.589,0.149
2024-07-31 14:40:15,0.582,0.297,0.589,0.149
2024-07-31 14:40:30,0.583,0.297,0.589,0.149
2024-07-31 14:40:45,0.583,0.300,0.594,0.150
2024-07-31 14:41:00,0.583,0.300,0.594,0.150
2024-07-31 14:41:15,0.583,0.300,0.594,0.150
2024-07-31 14:41:30,0.588,0.300,0.594,0.150
2024-07-31 14:41:45,0.588,0.303,0.600,0.152
2024-07-31 14:42:00,0.588,0.303,0.600,0.152
2024-07-31 14:42:15,0.588,0.303,0.600,0.152
2024-07-31 14:42:30,0.593,0.303,0.600,0.152
2024-07-31 14:42:45,0.593,0.304,0.605,0.153
2024-07-31 14:43:00,0.593,0.307,0.605,0.153
2024-07-31 14:43:15,0.593,0.307,0.605,0.153
2024-07-31 14:43:30,0.598,0.307,0.605,0.153
2024-07-31 14:43:45,0.598,0.307,0.610,0.155
2024-07-31 14:44:00,0.598,0.309,0.610,0.155
2024-07-31 14:44:15,0.598,0.309,0.610,0.155
