"Time","orderers","peers","Total"
2024-06-14 17:45:00,0.386,345,345
2024-06-14 17:45:15,0.485,347,347
2024-06-14 17:45:30,0.597,348,348
2024-06-14 17:45:45,0.855,350,350
2024-06-14 17:46:00,0.992,352,352
2024-06-14 17:46:15,0.993,352,352
2024-06-14 17:46:30,1.12,353,353
2024-06-14 17:46:45,1.29,355,355
2024-06-14 17:47:00,1.22,356,356
2024-06-14 17:47:15,1.47,356,356
2024-06-14 17:47:30,1.55,359,359
2024-06-14 17:47:45,1.58,359,359
2024-06-14 17:48:00,1.79,360,360
2024-06-14 17:48:15,1.93,360,360
2024-06-14 17:48:30,1.85,361,361
2024-06-14 17:48:45,2.06,364,364
2024-06-14 17:49:00,2.15,365,365
2024-06-14 17:49:15,2.12,364,364
2024-06-14 17:49:30,2.12,366,366
2024-06-14 17:49:45,2.12,366,366
2024-06-14 17:50:00,2.12,365,365
2024-06-14 17:50:15,2.12,364,364
2024-06-14 17:50:30,2.12,363,363
2024-06-14 17:50:45,2.12,361,361
2024-06-14 17:51:00,2.12,364,364
