"Time","Total","Peers","Orderers"
2024-06-14 17:45:00,3.92,3.28,0.640
2024-06-14 17:45:15,7.94,5.38,2.56
2024-06-14 17:45:30,31.3,25.8,5.52
2024-06-14 17:45:45,38.7,29.5,9.23
2024-06-14 17:46:00,67.7,55.1,12.5
2024-06-14 17:46:15,70.8,57.0,13.8
2024-06-14 17:46:30,62.8,49.6,13.2
2024-06-14 17:46:45,72.3,57.8,14.4
2024-06-14 17:47:00,75.3,60.6,14.7
2024-06-14 17:47:15,74.1,59.3,14.7
2024-06-14 17:47:30,77.7,62.8,14.9
2024-06-14 17:47:45,75.6,61.2,14.4
2024-06-14 17:48:00,73.2,59.0,14.3
2024-06-14 17:48:15,71.5,57.7,13.9
2024-06-14 17:48:30,69.6,55.9,13.7
2024-06-14 17:48:45,68.1,55.0,13.1
2024-06-14 17:49:00,67.4,54.2,13.1
2024-06-14 17:49:15,64.4,52.8,11.6
2024-06-14 17:49:30,41.7,32.9,8.76
2024-06-14 17:49:45,27.4,22.9,4.50
2024-06-14 17:50:00,4.90,3.58,1.32
2024-06-14 17:50:15,3.90,3.22,0.680
2024-06-14 17:50:30,3.94,3.28,0.660
2024-06-14 17:50:45,3.94,3.26,0.680
2024-06-14 17:51:00,3.90,3.28,0.620
