"Time","orderers","peers","Total"
2024-06-14 17:45:00,0.123,111,111
2024-06-14 17:45:15,0.155,111,111
2024-06-14 17:45:30,0.191,111,111
2024-06-14 17:45:45,0.274,112,112
2024-06-14 17:46:00,0.317,113,113
2024-06-14 17:46:15,0.318,113,113
2024-06-14 17:46:30,0.359,113,113
2024-06-14 17:46:45,0.413,114,114
2024-06-14 17:47:00,0.391,114,114
2024-06-14 17:47:15,0.472,114,114
2024-06-14 17:47:30,0.497,115,115
2024-06-14 17:47:45,0.507,115,115
2024-06-14 17:48:00,0.573,115,115
2024-06-14 17:48:15,0.618,115,115
2024-06-14 17:48:30,0.591,116,116
2024-06-14 17:48:45,0.658,116,116
2024-06-14 17:49:00,0.688,117,117
2024-06-14 17:49:15,0.677,116,116
2024-06-14 17:49:30,0.678,117,117
2024-06-14 17:49:45,0.680,117,117
2024-06-14 17:50:00,0.680,117,117
2024-06-14 17:50:15,0.680,117,117
2024-06-14 17:50:30,0.680,116,116
2024-06-14 17:50:45,0.679,116,116
2024-06-14 17:51:00,0.679,117,117
