"Time","Total","sum(container_network_transmit_packets_total{job=""machinesComb"",name!=""cadvisor"",name!=""explorer"",name!=""explorerdb"",name=~"".*-peer.*"",name!~"".*-couch.*""})","Orderers","Couchdb"
2024-06-14 17:45:00,1461986949,26366,10227,1047
2024-06-14 17:45:15,1462444125,41406,19014,2746
2024-06-14 17:45:30,1463033275,66191,31616,5227
2024-06-14 17:45:45,1464188007,102479,50693,10270
2024-06-14 17:46:00,1464919054,127093,63374,13344
2024-06-14 17:46:15,1465914654,159586,81343,17736
2024-06-14 17:46:30,1466517147,185738,93043,20278
2024-06-14 17:46:45,1467610895,218415,110603,25495
2024-06-14 17:47:00,1468303560,249488,119622,28718
2024-06-14 17:47:15,1469249882,277051,139086,33067
2024-06-14 17:47:30,1469859558,302272,151229,36310
2024-06-14 17:47:45,1470878838,333726,166704,40462
2024-06-14 17:48:00,1471558893,359976,178692,44605
2024-06-14 17:48:15,1472506908,392383,195577,48154
2024-06-14 17:48:30,1473147624,412215,204472,51358
2024-06-14 17:48:45,1474107998,450487,223700,55608
2024-06-14 17:49:00,1474737656,469812,233158,58909
2024-06-14 17:49:15,1475479321,498225,247374,61901
2024-06-14 17:49:30,1475529576,498789,248006,61910
2024-06-14 17:49:45,1475602292,499494,249056,61968
2024-06-14 17:50:00,1475643402,500131,249786,61973
2024-06-14 17:50:15,1475716056,500751,250655,62033
2024-06-14 17:50:30,1475771662,501236,251133,62047
2024-06-14 17:50:45,1475842940,502007,252188,62100
2024-06-14 17:51:00,1475895095,502532,252716,62103
