"Time","machine69","machine70","All Machines","machine77"
2024-06-14 17:45:00,285,228,741,228
2024-06-14 17:45:15,285,228,741,228
2024-06-14 17:45:30,285,228,741,228
2024-06-14 17:45:45,285,228,741,228
2024-06-14 17:46:00,285,228,741,228
2024-06-14 17:46:15,286,228,741,228
2024-06-14 17:46:30,286,228,741,228
2024-06-14 17:46:45,286,228,742,228
2024-06-14 17:47:00,286,228,742,228
2024-06-14 17:47:15,286,228,742,228
2024-06-14 17:47:30,286,228,742,228
2024-06-14 17:47:45,286,228,742,228
2024-06-14 17:48:00,286,228,742,228
2024-06-14 17:48:15,286,228,742,228
2024-06-14 17:48:30,286,228,742,228
2024-06-14 17:48:45,286,228,743,228
2024-06-14 17:49:00,286,228,743,228
2024-06-14 17:49:15,286,228,743,228
2024-06-14 17:49:30,286,228,743,228
2024-06-14 17:49:45,286,228,743,228
2024-06-14 17:50:00,286,228,743,228
2024-06-14 17:50:15,286,228,743,228
2024-06-14 17:50:30,286,228,743,228
2024-06-14 17:50:45,286,228,743,228
2024-06-14 17:51:00,286,228,743,228
