"Time","orderers","peers","Total"
2024-08-04 14:57:00,0.267,7.92,7.92
2024-08-04 14:57:15,0.343,8.26,8.26
2024-08-04 14:57:30,0.424,8.51,8.51
2024-08-04 14:57:45,0.594,8.43,8.43
2024-08-04 14:58:00,0.654,8.67,8.67
2024-08-04 14:58:15,0.733,8.66,8.66
2024-08-04 14:58:30,0.820,8.97,8.97
2024-08-04 14:58:45,0.915,9.47,9.47
2024-08-04 14:59:00,0.870,9.18,9.18
2024-08-04 14:59:15,1.05,9.49,9.49
2024-08-04 14:59:30,1.11,9.23,9.23
2024-08-04 14:59:45,1.11,9.73,9.73
2024-08-04 15:00:00,1.22,9.64,9.64
2024-08-04 15:00:15,1.31,9.77,9.77
2024-08-04 15:00:30,1.31,9.82,9.82
2024-08-04 15:00:45,1.44,10.2,10.2
2024-08-04 15:01:00,1.53,9.95,9.95
2024-08-04 15:01:15,1.47,10.1,10.1
2024-08-04 15:01:30,1.48,10.0,10.0
2024-08-04 15:01:45,1.48,10.4,10.4
2024-08-04 15:02:00,1.48,10.5,10.5
