"Time","All machines","machine70","machine77"
2024-08-04 14:57:00,143,0,0
2024-08-04 14:57:15,3.09,40.0,0
2024-08-04 14:57:30,3.39,60.0,0
2024-08-04 14:57:45,33.6,0,0
2024-08-04 14:58:00,30.9,0,0
2024-08-04 14:58:15,31.7,0,0
2024-08-04 14:58:30,24.2,0,0
2024-08-04 14:58:45,4.38,0,0
2024-08-04 14:59:00,5.80,0,0
2024-08-04 14:59:15,17.0,0,0
2024-08-04 14:59:30,14.8,0,0
2024-08-04 14:59:45,29.2,0,190
2024-08-04 15:00:00,19.6,0,259
2024-08-04 15:00:15,18.8,0,2.75
2024-08-04 15:00:30,20.5,0,3.75
2024-08-04 15:00:45,190,1.00,0
2024-08-04 15:01:00,211,1.49,0
2024-08-04 15:01:15,204,0,0
2024-08-04 15:01:30,105,0,0
2024-08-04 15:01:45,14.3,0,0
2024-08-04 15:02:00,1.16,1.48,0
