"Time","Total","Peers","Orderers","Couchsdb"
2024-04-18 11:07:00,4771,2513,1151,1107
2024-04-18 11:07:15,5970,2995,1469,1506
2024-04-18 11:07:30,6588,3263,1671,1654
2024-04-18 11:07:45,6602,3276,1658,1668
2024-04-18 11:08:00,4358,2169,1093,1097
2024-04-18 11:08:15,6970,2530,1537,2903
2024-04-18 11:08:30,13011,3852,2908,6251
2024-04-18 11:08:45,19463,5567,4088,9808
2024-04-18 11:09:00,24087,6818,5203,12066
2024-04-18 11:09:15,24573,6869,5269,12435
2024-04-18 11:09:30,24017,6840,5075,12102
2024-04-18 11:09:45,24098,6986,5296,11816
2024-04-18 11:10:00,24148,6859,5275,12014
2024-04-18 11:10:15,24127,6891,5297,11938
2024-04-18 11:10:30,23712,6769,5063,11880
2024-04-18 11:10:45,24160,6930,5296,11933
2024-04-18 11:11:00,24413,7022,5385,12006
2024-04-18 11:11:15,24064,6793,5240,12030
2024-04-18 11:11:30,24331,6963,5290,12079
2024-04-18 11:11:45,23901,6780,5186,11935
2024-04-18 11:12:00,23795,6693,5135,11966
