"Time","orderers","peers","Total"
2024-04-18 11:07:00,0.241,0.995,1.24
2024-04-18 11:07:15,0.243,1.00,1.24
2024-04-18 11:07:30,0.244,1.00,1.25
2024-04-18 11:07:45,0.245,1.00,1.25
2024-04-18 11:08:00,0.248,1.01,1.26
2024-04-18 11:08:15,0.438,1.08,1.52
2024-04-18 11:08:30,0.662,1.15,1.81
2024-04-18 11:08:45,0.842,1.20,2.04
2024-04-18 11:09:00,0.848,1.28,2.13
2024-04-18 11:09:15,1.03,1.32,2.35
2024-04-18 11:09:30,1.26,1.38,2.64
2024-04-18 11:09:45,1.11,1.44,2.55
2024-04-18 11:10:00,1.30,1.49,2.79
2024-04-18 11:10:15,1.51,1.56,3.07
2024-04-18 11:10:30,1.41,1.61,3.03
2024-04-18 11:10:45,1.60,1.67,3.27
2024-04-18 11:11:00,1.73,1.72,3.45
2024-04-18 11:11:15,1.76,1.77,3.53
2024-04-18 11:11:30,1.94,1.79,3.73
2024-04-18 11:11:45,1.88,1.86,3.74
2024-04-18 11:12:00,2.04,1.92,3.96
