"Time","Total","Peers","Orderers","Couchsdb"
2024-04-18 11:07:00,9013,7060,1894,58.3
2024-04-18 11:07:15,12311,9914,2356,41.6
2024-04-18 11:07:30,13792,11164,2587,41.1
2024-04-18 11:07:45,14718,11989,2708,20.7
2024-04-18 11:08:00,16028,13255,2756,16.5
2024-04-18 11:08:15,97995,78997,14700,4298
2024-04-18 11:08:30,203400,164678,28625,10096
2024-04-18 11:08:45,301333,243276,42221,15836
2024-04-18 11:09:00,379144,305998,52630,20516
2024-04-18 11:09:15,377779,305121,52340,20318
2024-04-18 11:09:30,377348,305233,51683,20432
2024-04-18 11:09:45,377420,305552,51801,20067
2024-04-18 11:10:00,377903,305681,51865,20357
2024-04-18 11:10:15,377848,305549,51875,20425
2024-04-18 11:10:30,377438,305219,51765,20454
2024-04-18 11:10:45,378111,305565,51996,20550
2024-04-18 11:11:00,375596,302578,52358,20660
2024-04-18 11:11:15,373512,300530,52323,20659
2024-04-18 11:11:30,374810,301530,52604,20676
2024-04-18 11:11:45,380633,307350,52483,20799
2024-04-18 11:12:00,377336,304019,52533,20784
