"Time","All machines","machine69","machine70"
2024-04-18 11:07:00,9013,5523,3294
2024-04-18 11:07:15,12311,5624,4439
2024-04-18 11:07:30,13792,5765,4268
2024-04-18 11:07:45,14718,5556,4117
2024-04-18 11:08:00,16028,5422,4694
2024-04-18 11:08:15,97995,39869,29345
2024-04-18 11:08:30,203400,83766,53661
2024-04-18 11:08:45,301333,131898,74528
2024-04-18 11:09:00,379144,165631,93119
2024-04-18 11:09:15,377779,165249,92872
2024-04-18 11:09:30,377348,165015,90828
2024-04-18 11:09:45,377420,165294,92367
2024-04-18 11:10:00,377903,165565,93000
2024-04-18 11:10:15,377848,164782,92761
2024-04-18 11:10:30,377438,164893,93099
2024-04-18 11:10:45,378111,165005,93416
2024-04-18 11:11:00,375596,165558,93375
2024-04-18 11:11:15,373512,166102,91168
2024-04-18 11:11:30,374810,167006,93745
2024-04-18 11:11:45,380633,166789,93870
2024-04-18 11:12:00,377336,166410,93675
