"Time","machine69","machine70","All Machines"
2024-04-18 11:07:00,0.000237,0.000210,0.000652
2024-04-18 11:07:15,0.000237,0.000210,0.000652
2024-04-18 11:07:30,0.000237,0.000214,0.000656
2024-04-18 11:07:45,0.000237,0.000214,0.000656
2024-04-18 11:08:00,0.000237,0.000214,0.000656
2024-04-18 11:08:15,0.000237,0.000214,0.000656
2024-04-18 11:08:30,0.000237,0.00404,0.00448
2024-04-18 11:08:45,0.000237,0.00404,0.00448
2024-04-18 11:09:00,0.0101,0.00404,0.0217
2024-04-18 11:09:15,0.0101,0.00404,0.0217
2024-04-18 11:09:30,0.0101,0.0160,0.0337
2024-04-18 11:09:45,0.0101,0.0160,0.0337
2024-04-18 11:10:00,0.0230,0.0160,0.0553
2024-04-18 11:10:15,0.0230,0.0160,0.0553
2024-04-18 11:10:30,0.0230,0.0280,0.0673
2024-04-18 11:10:45,0.0230,0.0280,0.0673
2024-04-18 11:11:00,0.0353,0.0280,0.0882
2024-04-18 11:11:15,0.0353,0.0280,0.0882
2024-04-18 11:11:30,0.0353,0.0400,0.100
2024-04-18 11:11:45,0.0353,0.0400,0.100
2024-04-18 11:12:00,0.0489,0.0400,0.122
