"Time","Total","Peers","Orderers","Ledgers"
2024-04-18 11:07:00,3,1,1,1
2024-04-18 11:07:15,0,0,0,0
2024-04-18 11:07:30,0,0,0,0
2024-04-18 11:07:45,0,0,0,0
2024-04-18 11:08:00,0,0,0,0
2024-04-18 11:08:15,0,0,0,0
2024-04-18 11:08:30,0,0,0,0
2024-04-18 11:08:45,2,0,0,2
2024-04-18 11:09:00,2,1,1,0
2024-04-18 11:09:15,0,0,0,0
2024-04-18 11:09:30,3,3,0,0
2024-04-18 11:09:45,0,0,0,0
2024-04-18 11:10:00,1,0,1,0
2024-04-18 11:10:15,0,0,0,0
2024-04-18 11:10:30,1,0,0,1
2024-04-18 11:10:45,1,0,1,0
2024-04-18 11:11:00,0,0,0,0
2024-04-18 11:11:15,0,0,0,0
2024-04-18 11:11:30,1,0,1,0
2024-04-18 11:11:45,2,1,1,0
2024-04-18 11:12:00,1,0,1,0
