"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 19:35:00,6540,3244,1635,1661
2024-04-19 19:35:15,6655,3318,1649,1688
2024-04-19 19:35:30,3262,1580,827,854
2024-04-19 19:35:45,27.2,11.9,6.41,8.92
2024-04-19 19:36:00,22.8,8.73,6.46,7.58
2024-04-19 19:36:15,6.49,2.22,3.17,1.10
2024-04-19 19:36:30,1.08,0,1.08,0
2024-04-19 19:36:45,1.07,0,1.07,0
2024-04-19 19:37:00,94.6,44.6,29.3,20.6
2024-04-19 19:37:15,149,72.0,46.8,30.1
2024-04-19 19:37:30,319,157,93.8,68.2
2024-04-19 19:37:45,577,262,181,134
2024-04-19 19:38:00,641,300,176,166
2024-04-19 19:38:15,784,360,199,226
2024-04-19 19:38:30,961,446,261,253
2024-04-19 19:38:45,1003,462,282,258
2024-04-19 19:39:00,1342,602,366,374
