"Time","All machines","machine69","machine70"
2024-04-17 22:41:00,1602,,840
2024-04-17 22:42:15,843,781,
2024-04-17 22:42:30,1984,2049,
2024-04-17 22:42:45,4017,2984,867
2024-04-17 22:43:00,6700,4103,2279
2024-04-17 22:43:15,9337,4450,3754
2024-04-17 22:43:30,12631,4630,5108
2024-04-17 22:43:45,18911,5293,9752
2024-04-17 22:44:00,91546,46363,27682
2024-04-17 22:44:15,239243,96335,74134
2024-04-17 22:44:30,356266,147206,105410
2024-04-17 22:44:45,424142,180523,122272
2024-04-17 22:45:00,447941,193037,124936
2024-04-17 22:45:15,429613,184855,123233
2024-04-17 22:45:30,437941,187960,123605
2024-04-17 22:45:45,432504,187492,123849
2024-04-17 22:46:00,422997,186980,124043
2024-04-17 22:46:15,430959,183128,123803
2024-04-17 22:46:30,429924,186367,123243
2024-04-17 22:46:45,428549,185517,122920
2024-04-17 22:47:00,429153,185771,123056
2024-04-17 22:47:15,421758,184714,123056
2024-04-17 22:47:30,425691,184786,122990
2024-04-17 22:47:45,428447,185808,121118
