"Time","machine69","machine70","All Machines"
2024-04-17 22:41:00,0.000225,0.0488,0.0974
2024-04-17 22:41:15,0.000225,0.000229,0.000660
2024-04-17 22:41:30,0.000225,0.000229,0.000660
2024-04-17 22:41:45,0.000225,0.000229,0.000660
2024-04-17 22:42:00,0.000225,0.000229,0.000660
2024-04-17 22:42:15,0.000439,0.000229,0.000874
2024-04-17 22:42:30,0.000439,0.000229,0.000874
2024-04-17 22:42:45,0.000439,0.000454,0.00110
2024-04-17 22:43:00,0.000439,0.000454,0.00110
2024-04-17 22:43:15,0.000446,0.000454,0.00131
2024-04-17 22:43:30,0.000446,0.000454,0.00131
2024-04-17 22:43:45,0.000446,0.000458,0.00132
2024-04-17 22:44:00,0.000446,0.000458,0.00132
2024-04-17 22:44:15,0.00387,0.000458,0.00694
2024-04-17 22:44:30,0.00387,0.000458,0.00694
2024-04-17 22:44:45,0.00387,0.00499,0.0115
2024-04-17 22:45:00,0.00365,0.00499,0.0112
2024-04-17 22:45:15,0.0181,0.00476,0.0305
2024-04-17 22:45:30,0.0181,0.00476,0.0305
2024-04-17 22:45:45,0.0181,0.0102,0.0360
2024-04-17 22:46:00,0.0181,0.0102,0.0360
2024-04-17 22:46:15,0.0317,0.0102,0.0548
2024-04-17 22:46:30,0.0317,0.0102,0.0548
2024-04-17 22:46:45,0.0317,0.0155,0.0601
2024-04-17 22:47:00,0.0317,0.0155,0.0601
2024-04-17 22:47:15,0.0453,0.0155,0.0790
2024-04-17 22:47:30,0.0453,0.0155,0.0790
2024-04-17 22:47:45,0.0453,0.0208,0.0843
