"Time","All machines","machine69","machine70"
2024-04-17 22:41:00,5.55,1.13,4.62
2024-04-17 22:41:15,1.96,1.13,1.27
2024-04-17 22:41:30,1.96,1.13,1.27
2024-04-17 22:41:45,1.96,1.13,1.27
2024-04-17 22:42:00,1.96,1.13,1.27
2024-04-17 22:42:15,2.48,2.17,1.27
2024-04-17 22:42:30,2.49,2.18,1.27
2024-04-17 22:42:45,3.09,2.19,2.48
2024-04-17 22:43:00,3.10,2.18,2.50
2024-04-17 22:43:15,3.84,2.19,2.52
2024-04-17 22:43:30,3.87,2.19,2.56
2024-04-17 22:43:45,3.90,2.20,2.65
2024-04-17 22:44:00,4.11,2.56,2.59
2024-04-17 22:44:15,4.60,2.77,2.95
2024-04-17 22:44:30,4.85,3.04,2.94
2024-04-17 22:44:45,4.90,2.97,3.11
2024-04-17 22:45:00,4.61,2.01,3.30
2024-04-17 22:45:15,3.39,2.28,2.06
2024-04-17 22:45:30,3.44,2.19,2.22
2024-04-17 22:45:45,3.76,2.41,2.43
2024-04-17 22:46:00,3.96,2.53,2.49
2024-04-17 22:46:15,4.15,2.66,2.69
2024-04-17 22:46:30,4.47,2.85,2.90
2024-04-17 22:46:45,4.56,3.06,2.93
2024-04-17 22:47:00,4.91,3.17,3.20
2024-04-17 22:47:15,5.23,3.35,3.41
2024-04-17 22:47:30,5.29,3.37,3.42
2024-04-17 22:47:45,5.57,3.57,3.58
