"Time","orderers","peers","Total"
2024-04-17 22:41:00,0.526,0.725,1.25
2024-04-17 22:41:15,0.0819,0.325,0.407
2024-04-17 22:41:30,0.0819,0.325,0.407
2024-04-17 22:41:45,0.0819,0.325,0.407
2024-04-17 22:42:00,0.0819,0.325,0.407
2024-04-17 22:42:15,0.102,0.406,0.509
2024-04-17 22:42:30,0.104,0.406,0.511
2024-04-17 22:42:45,0.126,0.512,0.638
2024-04-17 22:43:00,0.126,0.515,0.641
2024-04-17 22:43:15,0.160,0.639,0.799
2024-04-17 22:43:30,0.163,0.642,0.805
2024-04-17 22:43:45,0.165,0.649,0.814
2024-04-17 22:44:00,0.211,0.657,0.868
2024-04-17 22:44:15,0.300,0.701,1.00
2024-04-17 22:44:30,0.354,0.719,1.07
2024-04-17 22:44:45,0.352,0.724,1.08
2024-04-17 22:45:00,0.392,0.658,1.05
2024-04-17 22:45:15,0.371,0.425,0.796
2024-04-17 22:45:30,0.354,0.446,0.800
2024-04-17 22:45:45,0.420,0.468,0.888
2024-04-17 22:46:00,0.432,0.492,0.924
2024-04-17 22:46:15,0.462,0.504,0.966
2024-04-17 22:46:30,0.526,0.524,1.05
2024-04-17 22:46:45,0.523,0.536,1.06
2024-04-17 22:47:00,0.556,0.565,1.12
2024-04-17 22:47:15,0.625,0.577,1.20
2024-04-17 22:47:30,0.600,0.601,1.20
2024-04-17 22:47:45,0.656,0.611,1.27
