"Time","All machines","machine69","machine70"
2024-04-17 22:41:00,1.78,0.180,0.740
2024-04-17 22:41:15,0.627,0.180,0.203
2024-04-17 22:41:30,0.627,0.180,0.203
2024-04-17 22:41:45,0.627,0.180,0.203
2024-04-17 22:42:00,0.627,0.180,0.203
2024-04-17 22:42:15,0.793,0.347,0.203
2024-04-17 22:42:30,0.795,0.349,0.203
2024-04-17 22:42:45,0.990,0.350,0.396
2024-04-17 22:43:00,0.992,0.350,0.399
2024-04-17 22:43:15,1.23,0.350,0.404
2024-04-17 22:43:30,1.24,0.351,0.409
2024-04-17 22:43:45,1.25,0.352,0.424
2024-04-17 22:44:00,1.32,0.409,0.415
2024-04-17 22:44:15,1.47,0.443,0.472
2024-04-17 22:44:30,1.55,0.487,0.471
2024-04-17 22:44:45,1.57,0.475,0.498
2024-04-17 22:45:00,1.47,0.322,0.527
2024-04-17 22:45:15,1.09,0.365,0.329
2024-04-17 22:45:30,1.10,0.350,0.355
2024-04-17 22:45:45,1.20,0.386,0.388
2024-04-17 22:46:00,1.27,0.405,0.399
2024-04-17 22:46:15,1.33,0.425,0.430
2024-04-17 22:46:30,1.43,0.456,0.464
2024-04-17 22:46:45,1.46,0.489,0.469
2024-04-17 22:47:00,1.57,0.507,0.512
2024-04-17 22:47:15,1.67,0.536,0.546
2024-04-17 22:47:30,1.69,0.540,0.547
2024-04-17 22:47:45,1.78,0.571,0.573
