"Time","orderers","peers","Total"
2024-04-17 22:41:00,1.10,1.51,2.61
2024-04-17 22:41:15,0.171,0.678,0.848
2024-04-17 22:41:30,0.171,0.678,0.848
2024-04-17 22:41:45,0.171,0.678,0.848
2024-04-17 22:42:00,0.171,0.678,0.848
2024-04-17 22:42:15,0.213,0.847,1.06
2024-04-17 22:42:30,0.217,0.847,1.06
2024-04-17 22:42:45,0.262,1.07,1.33
2024-04-17 22:43:00,0.263,1.07,1.33
2024-04-17 22:43:15,0.332,1.33,1.66
2024-04-17 22:43:30,0.340,1.34,1.68
2024-04-17 22:43:45,0.344,1.35,1.70
2024-04-17 22:44:00,0.439,1.37,1.81
2024-04-17 22:44:15,0.626,1.46,2.09
2024-04-17 22:44:30,0.737,1.50,2.23
2024-04-17 22:44:45,0.734,1.51,2.24
2024-04-17 22:45:00,0.817,1.37,2.19
2024-04-17 22:45:15,0.772,0.885,1.66
2024-04-17 22:45:30,0.738,0.929,1.67
2024-04-17 22:45:45,0.875,0.975,1.85
2024-04-17 22:46:00,0.900,1.03,1.93
2024-04-17 22:46:15,0.962,1.05,2.01
2024-04-17 22:46:30,1.10,1.09,2.19
2024-04-17 22:46:45,1.09,1.12,2.21
2024-04-17 22:47:00,1.16,1.18,2.33
2024-04-17 22:47:15,1.30,1.20,2.50
2024-04-17 22:47:30,1.25,1.25,2.50
2024-04-17 22:47:45,1.37,1.27,2.64
