"Time","All machines","machine69","machine70"
2024-04-17 22:41:00,1680,,868
2024-04-17 22:42:15,791,734,
2024-04-17 22:42:30,1816,1865,
2024-04-17 22:42:45,3780,2872,796
2024-04-17 22:43:00,6437,4017,2131
2024-04-17 22:43:15,9306,4557,3757
2024-04-17 22:43:30,12396,4770,5171
2024-04-17 22:43:45,18620,5390,9749
2024-04-17 22:44:00,74987,39790,24195
2024-04-17 22:44:15,176218,75995,66262
2024-04-17 22:44:30,255685,113968,93156
2024-04-17 22:44:45,301704,138241,107523
2024-04-17 22:45:00,312118,144810,109345
2024-04-17 22:45:15,305330,141855,106682
2024-04-17 22:45:30,309837,143319,106675
2024-04-17 22:45:45,307598,144113,106630
2024-04-17 22:46:00,303695,144494,106744
2024-04-17 22:46:15,307552,140979,106804
2024-04-17 22:46:30,305979,143286,106503
2024-04-17 22:46:45,303837,141339,106215
2024-04-17 22:47:00,303839,141415,105903
2024-04-17 22:47:15,298173,139358,105454
2024-04-17 22:47:30,301252,140619,105384
2024-04-17 22:47:45,301012,139824,103632
