"Time","All machines","machine69","machine70"
2024-04-17 22:41:00,696417731,240773568,437194575
2024-04-17 22:41:15,468573343,240773568,218595635
2024-04-17 22:41:30,468573343,240773568,218595635
2024-04-17 22:41:45,468573343,240773568,218595635
2024-04-17 22:42:00,468573343,240773568,218595635
2024-04-17 22:42:15,709359462,481559687,218595635
2024-04-17 22:42:30,709360054,481560279,218595635
2024-04-17 22:42:45,927967301,481560771,437202392
2024-04-17 22:43:00,927967841,481560815,437202844
2024-04-17 22:43:15,937188711,481563121,437203109
2024-04-17 22:43:30,937189863,481564210,437203241
2024-04-17 22:43:45,937191736,481565090,437203868
2024-04-17 22:44:00,937195045,481566231,437204580
2024-04-17 22:44:15,937202805,481567285,437206355
2024-04-17 22:44:30,937209430,481568943,437207552
2024-04-17 22:44:45,937216512,481570244,437208979
2024-04-17 22:45:00,696449338,240797927,437210292
2024-04-17 22:45:15,468655302,240799365,218616156
2024-04-17 22:45:30,468662020,240800402,218617315
2024-04-17 22:45:45,468667627,240801683,218618291
2024-04-17 22:46:00,468674350,240803118,218619700
2024-04-17 22:46:15,468680810,240804468,218620918
2024-04-17 22:46:30,468686995,240805626,218622270
2024-04-17 22:46:45,468693233,240806886,218623655
2024-04-17 22:47:00,468700277,240808207,218624903
2024-04-17 22:47:15,468705888,240809768,218626104
2024-04-17 22:47:30,468712791,240810986,218627256
2024-04-17 22:47:45,468719770,240812346,218628916
