"Time","All machines","machine69","machine70"
2024-04-17 23:21:45,5098,4054,1020
2024-04-17 23:22:00,7665,5395,2336
2024-04-17 23:22:15,9984,5769,3514
2024-04-17 23:22:30,12907,5721,4688
2024-04-17 23:22:45,14370,6111,4608
2024-04-17 23:23:00,15241,5890,5134
2024-04-17 23:23:15,73669,34119,22444
2024-04-17 23:23:30,143074,67310,41161
2024-04-17 23:23:45,213673,103408,59333
2024-04-17 23:24:00,268755,134238,72409
2024-04-17 23:24:15,267972,134203,72291
2024-04-17 23:24:30,267032,133763,71968
2024-04-17 23:24:45,267067,134299,72026
2024-04-17 23:25:00,266010,133214,71941
2024-04-17 23:25:15,266578,133069,71440
2024-04-17 23:25:30,266173,133298,71664
2024-04-17 23:25:45,266964,134259,69275
2024-04-17 23:26:00,265852,135999,71818
2024-04-17 23:26:15,268150,135401,71720
2024-04-17 23:26:30,265376,135140,71984
2024-04-17 23:26:45,266786,133444,71754
2024-04-17 23:27:00,264687,133565,71759
