"Time","All machines","machine69","machine70"
2024-04-17 23:21:45,2.08,0.725,0.733
2024-04-17 23:22:00,2.09,0.728,0.737
2024-04-17 23:22:15,2.33,0.731,0.741
2024-04-17 23:22:30,2.33,0.731,0.741
2024-04-17 23:22:45,2.30,0.704,0.742
2024-04-17 23:23:00,2.31,0.705,0.751
2024-04-17 23:23:15,2.42,0.765,0.765
2024-04-17 23:23:30,2.54,0.800,0.799
2024-04-17 23:23:45,2.62,0.829,0.830
2024-04-17 23:24:00,2.11,0.291,0.830
2024-04-17 23:24:15,1.04,0.326,0.316
2024-04-17 23:24:30,1.15,0.355,0.347
2024-04-17 23:24:45,1.12,0.353,0.351
2024-04-17 23:25:00,1.22,0.383,0.385
2024-04-17 23:25:15,1.33,0.420,0.417
2024-04-17 23:25:30,1.35,0.427,0.426
2024-04-17 23:25:45,1.43,0.455,0.455
2024-04-17 23:26:00,1.54,0.496,0.493
2024-04-17 23:26:15,1.57,0.506,0.499
2024-04-17 23:26:30,1.69,0.543,0.535
2024-04-17 23:26:45,1.77,0.575,0.551
2024-04-17 23:27:00,1.80,0.572,0.577
