"Time","orderers","peers","Total"
2024-04-17 23:21:45,1.48,1.62,3.11
2024-04-17 23:22:00,1.49,1.64,3.12
2024-04-17 23:22:15,1.55,1.91,3.47
2024-04-17 23:22:30,1.56,1.91,3.47
2024-04-17 23:22:45,1.56,1.86,3.42
2024-04-17 23:23:00,1.56,1.86,3.42
2024-04-17 23:23:15,1.68,1.95,3.62
2024-04-17 23:23:30,1.83,1.98,3.81
2024-04-17 23:23:45,1.97,2.01,3.98
2024-04-17 23:24:00,1.50,1.69,3.19
2024-04-17 23:24:15,0.693,0.897,1.59
2024-04-17 23:24:30,0.843,0.939,1.78
2024-04-17 23:24:45,0.744,0.966,1.71
2024-04-17 23:25:00,0.876,1.00,1.88
2024-04-17 23:25:15,1.01,1.03,2.04
2024-04-17 23:25:30,0.947,1.09,2.04
2024-04-17 23:25:45,1.07,1.13,2.19
2024-04-17 23:26:00,1.20,1.16,2.36
2024-04-17 23:26:15,1.16,1.19,2.35
2024-04-17 23:26:30,1.29,1.22,2.51
2024-04-17 23:26:45,1.36,1.27,2.63
2024-04-17 23:27:00,1.37,1.31,2.67
