"Time","machine69","machine70","All Machines"
2024-04-17 23:21:45,0.176,0.305,0.307
2024-04-17 23:22:00,0.176,0.305,0.307
2024-04-17 23:22:15,0.176,0.305,0.308
2024-04-17 23:22:30,0.176,0.305,0.308
2024-04-17 23:22:45,0.176,0.305,0.308
2024-04-17 23:23:00,0.176,0.305,0.308
2024-04-17 23:23:15,0.176,0.305,0.309
2024-04-17 23:23:30,0.176,0.305,0.309
2024-04-17 23:23:45,0.176,0.323,0.318
2024-04-17 23:24:00,0.00184,0.323,0.231
2024-04-17 23:24:15,0.0402,0.0194,0.0484
2024-04-17 23:24:30,0.0402,0.0194,0.0484
2024-04-17 23:24:45,0.0402,0.0521,0.0648
2024-04-17 23:25:00,0.0402,0.0521,0.0648
2024-04-17 23:25:15,0.0794,0.0521,0.101
2024-04-17 23:25:30,0.0794,0.0521,0.101
2024-04-17 23:25:45,0.0794,0.0848,0.117
2024-04-17 23:26:00,0.0794,0.0848,0.117
2024-04-17 23:26:15,0.119,0.0848,0.153
2024-04-17 23:26:30,0.119,0.0848,0.153
2024-04-17 23:26:45,0.119,0.118,0.170
2024-04-17 23:27:00,0.119,0.118,0.170
