"Time","All machines","machine69","machine70"
2024-04-17 23:21:45,53796391,41942947,11783584
2024-04-17 23:22:00,53796391,41942947,11783584
2024-04-17 23:22:15,53866299,41942995,11783584
2024-04-17 23:22:30,53866299,41942995,11783584
2024-04-17 23:22:45,53866299,41942995,11783584
2024-04-17 23:23:00,53866299,41942995,11783584
2024-04-17 23:23:15,53866324,41943020,11783584
2024-04-17 23:23:30,53866344,41943040,11783584
2024-04-17 23:23:45,53866344,41943040,11783584
2024-04-17 23:24:00,32895007,20971703,11783584
2024-04-17 23:24:15,26933370,20971718,5891792
2024-04-17 23:24:30,26933380,20971728,5891792
2024-04-17 23:24:45,26933380,20971728,5891792
2024-04-17 23:25:00,26933380,20971728,5891792
2024-04-17 23:25:15,26933381,20971729,5891792
2024-04-17 23:25:30,26934430,20972778,5891792
2024-04-17 23:25:45,26934430,20972778,5891792
2024-04-17 23:26:00,26934430,20972778,5891792
2024-04-17 23:26:15,26934430,20972778,5891792
2024-04-17 23:26:30,26934430,20972778,5891792
2024-04-17 23:26:45,26934431,20972779,5891792
2024-04-17 23:27:00,26934431,20972779,5891792
