"Time","machine69","machine70","All Machines"
2024-04-17 23:21:45,0.0280,0.0487,0.0980
2024-04-17 23:22:00,0.0280,0.0487,0.0980
2024-04-17 23:22:15,0.0280,0.0487,0.0982
2024-04-17 23:22:30,0.0280,0.0487,0.0982
2024-04-17 23:22:45,0.0280,0.0487,0.0982
2024-04-17 23:23:00,0.0280,0.0487,0.0982
2024-04-17 23:23:15,0.0281,0.0487,0.0988
2024-04-17 23:23:30,0.0281,0.0487,0.0988
2024-04-17 23:23:45,0.0281,0.0516,0.102
2024-04-17 23:24:00,0.000294,0.0516,0.0739
2024-04-17 23:24:15,0.00642,0.00310,0.0155
2024-04-17 23:24:30,0.00642,0.00310,0.0155
2024-04-17 23:24:45,0.00642,0.00832,0.0207
2024-04-17 23:25:00,0.00642,0.00832,0.0207
2024-04-17 23:25:15,0.0127,0.00832,0.0322
2024-04-17 23:25:30,0.0127,0.00832,0.0322
2024-04-17 23:25:45,0.0127,0.0135,0.0374
2024-04-17 23:26:00,0.0127,0.0135,0.0374
2024-04-17 23:26:15,0.0189,0.0135,0.0489
2024-04-17 23:26:30,0.0189,0.0135,0.0489
2024-04-17 23:26:45,0.0189,0.0188,0.0541
2024-04-17 23:27:00,0.0189,0.0188,0.0541
