"Time","Total","Peers","Orderers"
2024-04-17 23:21:45,0.0980,0.0898,0.00822
2024-04-17 23:22:00,0.0980,0.0898,0.00822
2024-04-17 23:22:15,0.0982,0.0899,0.00832
2024-04-17 23:22:30,0.0982,0.0899,0.00832
2024-04-17 23:22:45,0.0982,0.0899,0.00832
2024-04-17 23:23:00,0.0982,0.0899,0.00832
2024-04-17 23:23:15,0.0988,0.0904,0.00833
2024-04-17 23:23:30,0.0988,0.0904,0.00833
2024-04-17 23:23:45,0.102,0.0933,0.00837
2024-04-17 23:24:00,0.0739,0.0724,0.00145
2024-04-17 23:24:15,0.0155,0.0139,0.00154
2024-04-17 23:24:30,0.0155,0.0139,0.00154
2024-04-17 23:24:45,0.0207,0.0191,0.00162
2024-04-17 23:25:00,0.0207,0.0191,0.00162
2024-04-17 23:25:15,0.0322,0.0294,0.00278
2024-04-17 23:25:30,0.0322,0.0294,0.00278
2024-04-17 23:25:45,0.0374,0.0346,0.00285
2024-04-17 23:26:00,0.0374,0.0346,0.00285
2024-04-17 23:26:15,0.0489,0.0449,0.00401
2024-04-17 23:26:30,0.0489,0.0449,0.00401
2024-04-17 23:26:45,0.0541,0.0501,0.00408
2024-04-17 23:27:00,0.0541,0.0501,0.00408
