"Time","Total","Peers","Orderers"
2024-04-17 23:21:45,5.00,3.92,1.07
2024-04-17 23:22:00,6.84,5.77,1.07
2024-04-17 23:22:15,6.53,5.46,1.07
2024-04-17 23:22:30,6.60,5.53,1.07
2024-04-17 23:22:45,6.64,5.62,1.02
2024-04-17 23:23:00,5.60,4.56,1.04
2024-04-17 23:23:15,22.5,18.5,3.96
2024-04-17 23:23:30,43.4,36.0,7.45
2024-04-17 23:23:45,64.4,53.5,10.9
2024-04-17 23:24:00,82.7,68.7,14.1
2024-04-17 23:24:15,83.6,69.5,14.1
2024-04-17 23:24:30,85.1,70.9,14.2
2024-04-17 23:24:45,86.2,71.9,14.3
2024-04-17 23:25:00,87.5,73.1,14.4
2024-04-17 23:25:15,88.1,73.6,14.5
2024-04-17 23:25:30,88.2,73.6,14.6
2024-04-17 23:25:45,88.1,73.4,14.7
2024-04-17 23:26:00,86.9,72.4,14.5
2024-04-17 23:26:15,87.3,72.8,14.5
2024-04-17 23:26:30,85.6,71.5,14.2
2024-04-17 23:26:45,85.5,71.1,14.3
2024-04-17 23:27:00,86.3,71.6,14.7
