"Time","All machines","machine69","machine70","machine77"
2024-04-19 19:15:00,7.08,2.14,2.21,6.57
2024-04-19 19:15:15,3.45,2.14,2.26,2.52
2024-04-19 19:15:30,3.70,2.22,2.45,2.73
2024-04-19 19:15:45,4.01,2.39,2.50,2.98
2024-04-19 19:16:00,4.01,2.39,2.70,2.96
2024-04-19 19:16:15,4.36,2.61,2.89,3.18
2024-04-19 19:16:30,4.69,2.84,2.96,3.40
2024-04-19 19:16:45,4.77,2.85,3.22,3.48
2024-04-19 19:17:00,5.12,3.05,3.46,3.73
2024-04-19 19:17:15,5.40,3.31,3.46,4.03
2024-04-19 19:17:30,5.48,3.32,3.66,3.95
2024-04-19 19:17:45,5.40,3.28,3.61,3.92
2024-04-19 19:18:00,5.40,3.29,3.62,3.89
