"Time","orderers","peers","Total"
2024-04-19 19:15:00,2.57,2.63,5.20
2024-04-19 19:15:15,1.03,1.45,2.47
2024-04-19 19:15:30,1.21,1.47,2.68
2024-04-19 19:15:45,1.38,1.53,2.90
2024-04-19 19:16:00,1.29,1.57,2.86
2024-04-19 19:16:15,1.50,1.63,3.13
2024-04-19 19:16:30,1.72,1.70,3.42
2024-04-19 19:16:45,1.64,1.76,3.39
2024-04-19 19:17:00,1.82,1.81,3.63
2024-04-19 19:17:15,1.93,1.86,3.78
2024-04-19 19:17:30,1.93,1.92,3.85
2024-04-19 19:17:45,2.00,1.94,3.94
2024-04-19 19:18:00,2.00,1.94,3.94
