"Time","All machines","machine69","machine70"
2024-04-17 23:06:00,1.33,0.408,0.397
2024-04-17 23:06:15,1.33,0.408,0.397
2024-04-17 23:06:30,1.33,0.407,0.397
2024-04-17 23:06:45,1.09,0.170,0.398
2024-04-17 23:07:00,0.586,0.170,0.184
2024-04-17 23:07:15,0.583,0.163,0.186
2024-04-17 23:07:30,0.684,0.211,0.211
2024-04-17 23:07:45,0.787,0.235,0.249
2024-04-17 23:08:00,0.897,0.278,0.277
2024-04-17 23:08:15,0.929,0.280,0.280
2024-04-17 23:08:30,0.999,0.305,0.307
2024-04-17 23:08:45,1.09,0.329,0.337
2024-04-17 23:09:00,1.09,0.346,0.341
2024-04-17 23:09:15,1.16,0.362,0.367
2024-04-17 23:09:30,1.31,0.419,0.421
2024-04-17 23:09:45,1.32,0.416,0.419
2024-04-17 23:10:00,1.43,0.456,0.452
2024-04-17 23:10:15,1.53,0.484,0.486
2024-04-17 23:10:30,1.55,0.485,0.506
2024-04-17 23:10:45,1.67,0.525,0.534
2024-04-17 23:11:00,1.78,0.569,0.569
2024-04-17 23:11:15,1.78,0.568,0.575
2024-04-17 23:11:30,1.80,0.585,0.573
2024-04-17 23:11:45,1.78,0.577,0.571
