"Time","Total","Peers","Orderers"
2024-04-17 23:06:00,0.0118,0.00919,0.00258
2024-04-17 23:06:15,0.0118,0.00919,0.00258
2024-04-17 23:06:30,0.0118,0.00919,0.00258
2024-04-17 23:06:45,0.00869,0.00696,0.00172
2024-04-17 23:07:00,0.00207,0.00105,0.00102
2024-04-17 23:07:15,0.00207,0.00105,0.00102
2024-04-17 23:07:30,0.00207,0.00105,0.00102
2024-04-17 23:07:45,0.00937,0.00653,0.00283
2024-04-17 23:08:00,0.0170,0.0140,0.00293
2024-04-17 23:08:15,0.0170,0.0140,0.00293
2024-04-17 23:08:30,0.0516,0.0483,0.00332
2024-04-17 23:08:45,0.0731,0.0644,0.00864
2024-04-17 23:09:00,0.0895,0.0806,0.00885
2024-04-17 23:09:15,0.0895,0.0806,0.00885
2024-04-17 23:09:30,0.125,0.116,0.00926
2024-04-17 23:09:45,0.146,0.132,0.0146
2024-04-17 23:10:00,0.163,0.148,0.0148
2024-04-17 23:10:15,0.163,0.148,0.0148
2024-04-17 23:10:30,0.202,0.187,0.0152
2024-04-17 23:10:45,0.223,0.203,0.0205
2024-04-17 23:11:00,0.240,0.219,0.0208
2024-04-17 23:11:15,0.240,0.219,0.0208
2024-04-17 23:11:30,0.278,0.257,0.0212
2024-04-17 23:11:45,0.289,0.268,0.0212
