"Time","Total","Peers","Orderers"
2024-04-17 23:06:00,5.20,4.20,1.00
2024-04-17 23:06:15,5.25,4.24,1.02
2024-04-17 23:06:30,5.36,4.33,1.04
2024-04-17 23:06:45,5.31,4.29,1.02
2024-04-17 23:07:00,5.25,4.25,1
2024-04-17 23:07:15,5.33,4.31,1.02
2024-04-17 23:07:30,18.0,14.7,3.33
2024-04-17 23:07:45,42.4,34.5,7.87
2024-04-17 23:08:00,65.6,53.4,12.2
2024-04-17 23:08:15,90.1,73.5,16.6
2024-04-17 23:08:30,94.8,77.4,17.4
2024-04-17 23:08:45,95.6,78.3,17.3
2024-04-17 23:09:00,95.2,78.0,17.3
2024-04-17 23:09:15,92.3,75.5,16.8
2024-04-17 23:09:30,91.3,74.7,16.7
2024-04-17 23:09:45,91.3,74.8,16.5
2024-04-17 23:10:00,92.1,75.4,16.7
2024-04-17 23:10:15,94.4,76.8,17.6
2024-04-17 23:10:30,89.7,73.2,16.5
2024-04-17 23:10:45,92.7,76.1,16.7
2024-04-17 23:11:00,94.1,77.5,16.7
2024-04-17 23:11:15,97.7,80.4,17.3
2024-04-17 23:11:30,85.9,70.5,15.4
2024-04-17 23:11:45,59.5,48.5,10.9
