"Time","All machines","machine69","machine70"
2024-04-17 23:06:00,1627470949,1014677155,598102238
2024-04-17 23:06:15,1627475364,1014678221,598103639
2024-04-17 23:06:30,1627479288,1014679369,598105064
2024-04-17 23:06:45,1120140477,507337982,598106420
2024-04-17 23:07:00,813752205,507339099,299057522
2024-04-17 23:07:15,813756022,507340199,299058843
2024-04-17 23:07:30,813799613,507358662,299077340
2024-04-17 23:07:45,813878615,507394712,299101821
2024-04-17 23:08:00,813958641,507430300,299122268
2024-04-17 23:08:15,814027988,507465011,299147150
2024-04-17 23:08:30,814107779,507501773,299175475
2024-04-17 23:08:45,814180594,507534826,299199121
2024-04-17 23:09:00,814256018,507569558,299222145
2024-04-17 23:09:15,814316093,507592335,299242408
2024-04-17 23:09:30,814402349,507639817,299272087
2024-04-17 23:09:45,814475552,507672324,299291751
2024-04-17 23:10:00,814555731,507707647,299320062
2024-04-17 23:10:15,814627022,507743087,299336475
2024-04-17 23:10:30,814695016,507773013,299367463
2024-04-17 23:10:45,814773072,507809911,299387028
2024-04-17 23:11:00,814850607,507846195,299415344
2024-04-17 23:11:15,814926203,507880545,299440672
2024-04-17 23:11:30,814974715,507904861,299452393
2024-04-17 23:11:45,814979085,507906145,299453770
