"Time","Total","Peers","Orderers","Couchsdb"
2024-04-17 23:06:00,16055,13382,2665,8.51
2024-04-17 23:06:15,15985,13305,2662,17.4
2024-04-17 23:06:30,15865,13194,2653,17.4
2024-04-17 23:06:45,15675,12994,2666,14.2
2024-04-17 23:07:00,15664,12998,2652,14.3
2024-04-17 23:07:15,15625,12964,2661,0
2024-04-17 23:07:30,59296,46421,11030,1845
2024-04-17 23:07:45,140589,106684,27671,6234
2024-04-17 23:08:00,221980,168535,42891,10554
2024-04-17 23:08:15,296401,224296,57171,14935
2024-04-17 23:08:30,305462,231864,57646,15953
2024-04-17 23:08:45,302154,230116,56270,15769
2024-04-17 23:09:00,299635,228704,55162,15769
2024-04-17 23:09:15,281192,216560,49846,14786
2024-04-17 23:09:30,296877,227507,53273,16097
2024-04-17 23:09:45,296887,227352,52674,16861
2024-04-17 23:10:00,298610,227641,53897,17073
2024-04-17 23:10:15,310971,236597,56688,17687
2024-04-17 23:10:30,292563,223610,52335,16617
2024-04-17 23:10:45,295635,226764,52298,16573
2024-04-17 23:11:00,296699,227444,52368,16887
2024-04-17 23:11:15,300700,230281,53506,16913
2024-04-17 23:11:30,274995,211677,48718,14600
2024-04-17 23:11:45,193536,148500,34614,10422
