"Time","All machines","machine69","machine70"
2024-04-17 23:06:00,4.14,2.55,2.48
2024-04-17 23:06:15,4.15,2.55,2.48
2024-04-17 23:06:30,4.15,2.55,2.48
2024-04-17 23:06:45,3.41,1.07,2.48
2024-04-17 23:07:00,1.83,1.06,1.15
2024-04-17 23:07:15,1.82,1.02,1.16
2024-04-17 23:07:30,2.14,1.32,1.32
2024-04-17 23:07:45,2.46,1.47,1.56
2024-04-17 23:08:00,2.80,1.74,1.73
2024-04-17 23:08:15,2.90,1.75,1.75
2024-04-17 23:08:30,3.12,1.91,1.92
2024-04-17 23:08:45,3.42,2.05,2.11
2024-04-17 23:09:00,3.40,2.16,2.13
2024-04-17 23:09:15,3.63,2.26,2.29
2024-04-17 23:09:30,4.10,2.62,2.63
2024-04-17 23:09:45,4.13,2.60,2.62
2024-04-17 23:10:00,4.46,2.85,2.82
2024-04-17 23:10:15,4.79,3.02,3.04
2024-04-17 23:10:30,4.86,3.03,3.16
2024-04-17 23:10:45,5.21,3.28,3.34
2024-04-17 23:11:00,5.57,3.56,3.56
2024-04-17 23:11:15,5.55,3.55,3.59
2024-04-17 23:11:30,5.63,3.66,3.58
2024-04-17 23:11:45,5.57,3.60,3.57
