"Time","orderers","peers","Total"
2024-04-17 23:06:00,0.213,0.650,0.863
2024-04-17 23:06:15,0.213,0.651,0.864
2024-04-17 23:06:30,0.213,0.651,0.864
2024-04-17 23:06:45,0.172,0.545,0.717
2024-04-17 23:07:00,0.0872,0.287,0.375
2024-04-17 23:07:15,0.0892,0.280,0.369
2024-04-17 23:07:30,0.120,0.336,0.456
2024-04-17 23:07:45,0.197,0.349,0.546
2024-04-17 23:08:00,0.264,0.381,0.645
2024-04-17 23:08:15,0.260,0.404,0.664
2024-04-17 23:08:30,0.319,0.418,0.737
2024-04-17 23:08:45,0.380,0.433,0.813
2024-04-17 23:09:00,0.343,0.452,0.795
2024-04-17 23:09:15,0.392,0.466,0.859
2024-04-17 23:09:30,0.471,0.503,0.974
2024-04-17 23:09:45,0.435,0.515,0.950
2024-04-17 23:10:00,0.508,0.536,1.04
2024-04-17 23:10:15,0.568,0.551,1.12
2024-04-17 23:10:30,0.542,0.576,1.12
2024-04-17 23:10:45,0.610,0.587,1.20
2024-04-17 23:11:00,0.676,0.609,1.28
2024-04-17 23:11:15,0.636,0.624,1.26
2024-04-17 23:11:30,0.680,0.633,1.31
2024-04-17 23:11:45,0.680,0.633,1.31
