"Time","Total","Peers","Orderers","Couchsdb"
2024-04-17 23:06:00,15615,12787,2810,18.1
2024-04-17 23:06:15,15314,12477,2804,32.7
2024-04-17 23:06:30,15098,12269,2801,28.3
2024-04-17 23:06:45,14804,11964,2816,24.1
2024-04-17 23:07:00,14715,11889,2803,24.1
2024-04-17 23:07:15,14745,11930,2813,2.20
2024-04-17 23:07:30,71733,58454,10786,2493
2024-04-17 23:07:45,186767,150679,27588,8500
2024-04-17 23:08:00,304228,246385,43304,14539
2024-04-17 23:08:15,408696,330086,58084,20526
2024-04-17 23:08:30,428298,346402,59893,22003
2024-04-17 23:08:45,427373,345943,59433,21997
2024-04-17 23:09:00,427402,346025,59285,22092
2024-04-17 23:09:15,403326,328899,53609,20818
2024-04-17 23:09:30,425083,345851,57204,22028
2024-04-17 23:09:45,423512,344243,56657,22612
2024-04-17 23:10:00,425867,344843,58282,22742
2024-04-17 23:10:15,450486,364838,62327,23321
2024-04-17 23:10:30,414618,335496,57122,22000
2024-04-17 23:10:45,424370,345238,57054,22078
2024-04-17 23:11:00,425150,345630,57249,22271
2024-04-17 23:11:15,438285,357217,58684,22384
2024-04-17 23:11:30,392687,318410,54477,19799
2024-04-17 23:11:45,274177,221158,38968,14051
