"Time","Total","Peers","Orderers"
2024-06-24 23:36:30,9.88,8.46,1.42
2024-06-24 23:36:45,25.6,19.8,5.84
2024-06-24 23:37:00,51.3,42.2,9.12
2024-06-24 23:37:15,66.5,53.3,13.2
2024-06-24 23:37:30,73.2,59.9,13.3
2024-06-24 23:37:45,72.8,59.5,13.3
2024-06-24 23:38:00,72.8,59.4,13.4
2024-06-24 23:38:15,74.2,60.4,13.8
2024-06-24 23:38:30,77.8,63.4,14.4
2024-06-24 23:38:45,78.8,64.0,14.7
2024-06-24 23:39:00,77.4,62.9,14.4
2024-06-24 23:39:15,76.6,62.7,13.9
2024-06-24 23:39:30,74.6,61.2,13.4
2024-06-24 23:39:45,74.6,61.2,13.4
2024-06-24 23:40:00,74.1,60.7,13.5
2024-06-24 23:40:15,72.6,59.4,13.2
2024-06-24 23:40:30,67.7,55.0,12.7
2024-06-24 23:40:45,52.4,43.8,8.60
2024-06-24 23:41:00,27.7,22.2,5.54
2024-06-24 23:41:15,12.2,10.9,1.28
2024-06-24 23:41:30,3.76,3.12,0.640
