"Time","Total","Peers","Orderers","Couchsdb"
2024-06-24 23:36:30,53.3,6.85,0,0
2024-06-24 23:36:45,125,6.20,0,3.16
2024-06-24 23:37:00,109,1.14,0,3.42
2024-06-24 23:37:15,85.1,0,0,3.18
2024-06-24 23:37:30,17.2,3.44,0,0
2024-06-24 23:37:45,15.6,3.11,0,0
2024-06-24 23:38:00,18.3,3.42,0,0
2024-06-24 23:38:15,208,0,0,0
2024-06-24 23:38:30,208,0,0,0
2024-06-24 23:38:45,404,0,0,0
2024-06-24 23:39:00,227,1.15,0,0
2024-06-24 23:39:15,216,1.03,0,0
2024-06-24 23:39:30,176,1.15,0,0
2024-06-24 23:39:45,28.3,0,0,3.15
2024-06-24 23:40:00,29.0,0,0,3.44
2024-06-24 23:40:15,27.5,0,0,3.10
2024-06-24 23:40:30,15.9,2.02,0,1.17
2024-06-24 23:40:45,4.36,2.19,0,0
2024-06-24 23:41:00,4.81,2.47,0,0
2024-06-24 23:41:15,3.17,0,0,0
2024-06-24 23:41:30,3.43,0,0,0
