"Time","Total","Peers","Orderers","Couchsdb"
2024-06-24 23:36:30,81.6,7.14,7.31,4.76
2024-06-24 23:36:45,0,0,0,0
2024-06-24 23:37:00,0,0,0,0
2024-06-24 23:37:15,117,0,0,0
2024-06-24 23:37:30,120,0,0,0
2024-06-24 23:37:45,305,16.6,14.5,9.71
2024-06-24 23:38:00,266,17.9,15.4,10.5
2024-06-24 23:38:15,273,24.0,21.7,14.4
2024-06-24 23:38:30,368,21.8,21.6,14.5
2024-06-24 23:38:45,1131,32.5,35.1,21.8
2024-06-24 23:39:00,1051,25.1,27.3,17.1
2024-06-24 23:39:15,952,25.0,27.6,16.7
2024-06-24 23:39:30,606,27.4,39.4,16.7
2024-06-24 23:39:45,199,2.46,11.9,26.8
2024-06-24 23:40:00,310,2.40,14.4,29.6
2024-06-24 23:40:15,1298,32.6,27.8,44.0
2024-06-24 23:40:30,1706,38.2,30.1,48.4
2024-06-24 23:40:45,1100,50.2,43.3,31.2
2024-06-24 23:41:00,699,33.5,25.9,19.4
2024-06-24 23:41:15,308,25.2,25.1,16.8
2024-06-24 23:41:30,243,10.8,10.7,7.18
