"Time","machine69","machine70","All Machines","machine77"
2024-06-24 23:36:30,262,238,738,238
2024-06-24 23:36:45,262,238,738,238
2024-06-24 23:37:00,262,238,738,238
2024-06-24 23:37:15,262,238,738,238
2024-06-24 23:37:30,262,238,738,238
2024-06-24 23:37:45,262,238,738,238
2024-06-24 23:38:00,262,238,738,238
2024-06-24 23:38:15,262,238,738,238
2024-06-24 23:38:30,263,238,738,238
2024-06-24 23:38:45,263,238,738,238
2024-06-24 23:39:00,263,238,739,238
2024-06-24 23:39:15,263,238,739,238
2024-06-24 23:39:30,263,238,739,238
2024-06-24 23:39:45,263,238,739,238
2024-06-24 23:40:00,263,238,739,238
2024-06-24 23:40:15,263,238,739,238
2024-06-24 23:40:30,263,238,739,238
2024-06-24 23:40:45,263,238,739,238
2024-06-24 23:41:00,263,238,739,238
2024-06-24 23:41:15,263,238,739,238
2024-06-24 23:41:30,263,238,739,238
