"Time","All machines","machine69","machine70","machine77"
2024-06-24 23:36:30,81.6,81.4,0,0
2024-06-24 23:36:45,0,0,0,0
2024-06-24 23:37:00,0,0,0,0
2024-06-24 23:37:15,117,119,0,0
2024-06-24 23:37:30,120,126,0,0
2024-06-24 23:37:45,305,306,0,0
2024-06-24 23:38:00,266,251,0,0
2024-06-24 23:38:15,273,188,41.9,41.8
2024-06-24 23:38:30,368,178,42.0,42.1
2024-06-24 23:38:45,1131,1044,41.7,41.7
2024-06-24 23:39:00,1051,1058,0,0
2024-06-24 23:39:15,952,1069,0,0
2024-06-24 23:39:30,606,583,10.9,10.8
2024-06-24 23:39:45,199,50.2,11.0,10.7
2024-06-24 23:40:00,310,443,10.8,10.8
2024-06-24 23:40:15,1298,1447,8.37,2.42
2024-06-24 23:40:30,1706,1770,12.1,10.9
2024-06-24 23:40:45,1100,1416,87.3,87.3
2024-06-24 23:41:00,699,914,79.2,87.5
2024-06-24 23:41:15,308,154,76.7,76.3
2024-06-24 23:41:30,243,155,0,0
