"Time","All machines","machine69","machine70"
2024-04-17 21:58:45,5018,3436,1830
2024-04-17 21:59:00,7377,4292,3340
2024-04-17 21:59:15,10059,4350,4704
2024-04-17 21:59:30,13123,4470,5682
2024-04-17 21:59:45,14386,4584,5481
2024-04-17 22:00:00,15598,4447,5368
2024-04-17 22:00:15,20584,4567,8414
2024-04-17 22:00:30,109231,42319,40622
2024-04-17 22:00:45,207632,87253,72129
2024-04-17 22:01:00,302513,129364,102160
2024-04-17 22:01:15,372915,161868,118929
2024-04-17 22:01:30,372760,162209,114406
2024-04-17 22:01:45,372377,161855,117720
2024-04-17 22:02:00,373370,162380,118435
2024-04-17 22:02:15,370315,162481,118503
2024-04-17 22:02:30,370767,163320,118796
2024-04-17 22:02:45,371267,163622,118682
2024-04-17 22:03:00,373648,163841,119056
2024-04-17 22:03:15,373932,163531,118774
2024-04-17 22:03:30,372684,161675,118606
2024-04-17 22:03:45,374390,162469,119034
2024-04-17 22:04:00,373364,162433,118515
2024-04-17 22:04:15,373653,162448,118562
