"Time","All machines","machine69","machine70"
2024-04-18 10:08:00,0.00157,0.00117,0.000657
2024-04-18 10:08:15,0.00157,0.00117,0.000657
2024-04-18 10:08:30,0.00190,0.00119,0.000657
2024-04-18 10:08:45,0.00190,0.00119,0.000657
2024-04-18 10:09:00,0.00192,0.00119,0.000681
2024-04-18 10:09:15,0.00192,0.00119,0.000681
2024-04-18 10:09:30,0.00294,0.00196,0.000681
2024-04-18 10:09:45,0.00294,0.00196,0.000681
2024-04-18 10:10:00,0.00499,0.00196,0.00274
2024-04-18 10:10:15,0.00474,0.00146,0.00274
2024-04-18 10:10:30,0.00978,0.00741,0.00240
2024-04-18 10:10:45,0.00978,0.00741,0.00240
2024-04-18 10:11:00,0.0127,0.00741,0.00533
2024-04-18 10:11:15,0.0127,0.00741,0.00533
2024-04-18 10:11:30,0.0184,0.0134,0.00533
2024-04-18 10:11:45,0.0184,0.0134,0.00533
2024-04-18 10:12:00,0.0214,0.0134,0.00833
2024-04-18 10:12:15,0.0214,0.0134,0.00833
2024-04-18 10:12:30,0.0271,0.0193,0.00833
2024-04-18 10:12:45,0.0271,0.0193,0.00833
2024-04-18 10:13:00,0.0300,0.0193,0.0113
2024-04-18 10:13:15,0.0300,0.0193,0.0113
