"Time","All machines","machine69","machine70"
2024-04-18 10:08:00,2.94,2.14,2.17
2024-04-18 10:08:15,2.96,2.14,2.19
2024-04-18 10:08:30,3.67,2.14,2.23
2024-04-18 10:08:45,3.68,2.14,2.25
2024-04-18 10:09:00,3.69,2.15,2.25
2024-04-18 10:09:15,3.96,2.45,2.32
2024-04-18 10:09:30,4.21,2.63,2.48
2024-04-18 10:09:45,4.53,2.87,2.72
2024-04-18 10:10:00,4.67,2.87,2.71
2024-04-18 10:10:15,4.35,1.93,2.90
2024-04-18 10:10:30,3.35,2.09,2.14
2024-04-18 10:10:45,3.30,2.18,2.15
2024-04-18 10:11:00,3.64,2.40,2.34
2024-04-18 10:11:15,3.97,2.59,2.56
2024-04-18 10:11:30,4.00,2.61,2.58
2024-04-18 10:11:45,4.31,2.82,2.77
2024-04-18 10:12:00,4.63,3.03,3.00
2024-04-18 10:12:15,4.74,3.08,3.09
2024-04-18 10:12:30,5.00,3.25,3.24
2024-04-18 10:12:45,5.37,3.41,3.48
2024-04-18 10:13:00,5.24,3.32,3.46
2024-04-18 10:13:15,5.67,3.58,3.68
