"Time","All machines","machine69","machine70"
2024-04-18 10:08:00,0.940,0.342,0.347
2024-04-18 10:08:15,0.946,0.342,0.351
2024-04-18 10:08:30,1.18,0.343,0.357
2024-04-18 10:08:45,1.18,0.343,0.360
2024-04-18 10:09:00,1.18,0.344,0.360
2024-04-18 10:09:15,1.27,0.392,0.371
2024-04-18 10:09:30,1.35,0.421,0.397
2024-04-18 10:09:45,1.45,0.459,0.436
2024-04-18 10:10:00,1.49,0.459,0.434
2024-04-18 10:10:15,1.39,0.309,0.463
2024-04-18 10:10:30,1.07,0.335,0.342
2024-04-18 10:10:45,1.06,0.348,0.343
2024-04-18 10:11:00,1.17,0.383,0.375
2024-04-18 10:11:15,1.27,0.414,0.409
2024-04-18 10:11:30,1.28,0.417,0.412
2024-04-18 10:11:45,1.38,0.451,0.443
2024-04-18 10:12:00,1.48,0.484,0.481
2024-04-18 10:12:15,1.52,0.493,0.495
2024-04-18 10:12:30,1.60,0.520,0.518
2024-04-18 10:12:45,1.72,0.545,0.557
2024-04-18 10:13:00,1.68,0.531,0.554
2024-04-18 10:13:15,1.82,0.573,0.588
