"Time","Total","Peers","Orderers","Couchdb"
2024-04-18 10:08:00,48756260,21742335,13506593,13507332
2024-04-18 10:08:15,48756260,21742335,13506593,13507332
2024-04-18 10:08:30,48826120,21777265,13524058,13524797
2024-04-18 10:08:45,48826120,21777265,13524058,13524797
2024-04-18 10:09:00,48826120,21777265,13524058,13524797
2024-04-18 10:09:15,48826120,21777265,13524058,13524797
2024-04-18 10:09:30,48826120,21777265,13524058,13524797
2024-04-18 10:09:45,48826140,21777274,13524062,13524804
2024-04-18 10:10:00,48826205,21777305,13524083,13524817
2024-04-18 10:10:15,33011651,16505844,8252906,8252901
2024-04-18 10:10:30,27048266,13524152,6762059,6762055
2024-04-18 10:10:45,27048266,13524152,6762059,6762055
2024-04-18 10:11:00,27048286,13524164,6762063,6762059
2024-04-18 10:11:15,27048286,13524164,6762063,6762059
2024-04-18 10:11:30,27048286,13524164,6762063,6762059
2024-04-18 10:11:45,27048286,13524164,6762063,6762059
2024-04-18 10:12:00,27048288,13524164,6762064,6762060
2024-04-18 10:12:15,27048488,13524251,6762137,6762100
2024-04-18 10:12:30,27048634,13524330,6762177,6762127
2024-04-18 10:12:45,27048822,13524410,6762238,6762174
2024-04-18 10:13:00,27048981,13524472,6762300,6762209
2024-04-18 10:13:15,27049225,13524594,6762371,6762260
