"Time","orderers","peers","Total"
2024-04-18 10:08:00,0.415,1.38,1.79
2024-04-18 10:08:15,0.419,1.39,1.81
2024-04-18 10:08:30,0.531,1.75,2.28
2024-04-18 10:08:45,0.533,1.76,2.29
2024-04-18 10:09:00,0.535,1.76,2.29
2024-04-18 10:09:15,0.656,1.85,2.51
2024-04-18 10:09:30,0.832,1.89,2.72
2024-04-18 10:09:45,1.03,1.97,3.01
2024-04-18 10:10:00,1.08,2.03,3.11
2024-04-18 10:10:15,1.17,1.88,3.06
2024-04-18 10:10:30,1.17,1.33,2.49
2024-04-18 10:10:45,1.01,1.37,2.38
2024-04-18 10:11:00,1.23,1.44,2.67
2024-04-18 10:11:15,1.41,1.48,2.89
2024-04-18 10:11:30,1.33,1.54,2.87
2024-04-18 10:11:45,1.54,1.61,3.15
2024-04-18 10:12:00,1.72,1.65,3.38
2024-04-18 10:12:15,1.65,1.71,3.36
2024-04-18 10:12:30,1.83,1.76,3.59
2024-04-18 10:12:45,2.04,1.80,3.84
2024-04-18 10:13:00,1.85,1.84,3.70
2024-04-18 10:13:15,2.02,1.96,3.98
