"Time","Total","Peers","Orderers","Couchdb"
2024-04-18 10:05:30,310539667,310524625,14484,558
2024-04-18 10:05:45,310539667,310524625,14484,558
2024-04-18 10:06:00,310539667,310524625,14484,558
2024-04-18 10:06:15,310539667,310524625,14484,558
2024-04-18 10:06:30,310539667,310524625,14484,558
2024-04-18 10:06:45,310539667,310524625,14484,558
2024-04-18 10:07:00,310539667,310524625,14484,558
2024-04-18 10:07:15,310539667,310524625,14484,558
2024-04-18 10:07:30,820083680,820066749,16116,815
2024-04-18 10:07:45,820085078,820067778,16468,832
2024-04-18 10:08:00,1120622382,1120603162,18140,1080
2024-04-18 10:08:15,1120625297,1120605536,18669,1092
2024-04-18 10:08:30,1130624975,1130603029,20594,1352
2024-04-18 10:08:45,1130629480,1130606785,21341,1354
2024-04-18 10:09:00,1130633277,1130610001,21922,1354
2024-04-18 10:09:15,1130676916,1130644644,29274,2998
2024-04-18 10:09:30,1130743747,1130695744,40887,7116
2024-04-18 10:09:45,1130818603,1130754584,52817,11202
2024-04-18 10:10:00,1130890287,1130809959,65073,15255
2024-04-18 10:10:15,1130954662,1130863803,71531,19328
2024-04-18 10:10:30,820490256,820397016,71118,22122
2024-04-18 10:10:45,820556260,820446439,83688,26133
2024-04-18 10:11:00,820634506,820508660,95277,30569
2024-04-18 10:11:15,820705382,820564081,106433,34868
2024-04-18 10:11:30,820778951,820621649,118588,38714
2024-04-18 10:11:45,820850572,820678405,130032,42135
2024-04-18 10:12:00,820918481,820730968,140990,46523
2024-04-18 10:12:15,820988570,820786437,151675,50458
2024-04-18 10:12:30,821060731,820843587,163088,54056
2024-04-18 10:12:45,821135694,820902228,175265,58201
2024-04-18 10:13:00,821177399,820934106,182385,60908
2024-04-18 10:13:15,821245093,820986587,192537,65969
2024-04-18 10:13:30,821250673,820991307,193371,65995
2024-04-18 10:13:45,821255013,820994941,194077,65995
2024-04-18 10:14:00,821259436,820998718,194723,65995
2024-04-18 10:14:15,821263823,821002477,195351,65995
2024-04-18 10:14:30,821268388,821006356,196037,65995
2024-04-18 10:14:45,821274087,821010780,196702,66605
2024-04-18 10:15:00,821277944,821013965,197373,66606
2024-04-18 10:15:15,821281778,821017179,197993,66606
2024-04-18 10:15:30,821285928,821020627,198695,66606
2024-04-18 10:15:45,821289951,821023968,199377,66606
2024-04-18 10:16:00,821293669,821027075,199988,66606
