"Time","Total","Peers","Orderers","Couchsdb"
2024-04-18 10:08:00,1500,750,369,381
2024-04-18 10:08:15,2650,1317,657,676
2024-04-18 10:08:30,4388,2169,1042,1176
2024-04-18 10:08:45,6363,3164,1606,1593
2024-04-18 10:09:00,7525,3756,1949,1820
2024-04-18 10:09:15,9976,4449,2498,3028
2024-04-18 10:09:30,13728,4821,3071,5836
2024-04-18 10:09:45,17542,5176,3713,8652
2024-04-18 10:10:00,23563,6646,5058,11858
2024-04-18 10:10:15,24486,7128,5044,12314
2024-04-18 10:10:30,24589,7260,5464,11866
2024-04-18 10:10:45,24326,7004,5296,12025
2024-04-18 10:11:00,24893,7200,5420,12273
2024-04-18 10:11:15,23544,6934,5298,11313
2024-04-18 10:11:30,24311,6980,5240,12091
2024-04-18 10:11:45,24784,7030,5399,12355
2024-04-18 10:12:00,23679,6653,5147,11880
2024-04-18 10:12:15,24627,7034,5453,12140
2024-04-18 10:12:30,24184,6830,5342,12012
2024-04-18 10:12:45,25118,7375,5548,12196
2024-04-18 10:13:00,22827,6781,5004,11043
2024-04-18 10:13:15,22980,6893,5122,10964
