"Time","Total","Peers","Orderers","Ledgers"
2024-06-13 13:43:00,0,0,0,0
2024-06-13 13:43:15,1,1,0,0
2024-06-13 13:43:30,0,0,0,0
2024-06-13 13:43:45,2,0,0,0
2024-06-13 13:44:00,0,0,0,0
2024-06-13 13:44:15,0,0,0,0
2024-06-13 13:44:30,5,0,0,0
2024-06-13 13:44:45,72,0,72,0
2024-06-13 13:45:00,2,0,0,0
2024-06-13 13:45:15,3,0,0,0
2024-06-13 13:45:30,89,0,0,0
2024-06-13 13:45:45,19,0,0,0
2024-06-13 13:46:00,10,0,3,0
2024-06-13 13:46:15,2,0,0,0
2024-06-13 13:46:30,0,0,0,0
2024-06-13 13:46:45,16,0,1,0
2024-06-13 13:47:00,81,0,0,0
2024-06-13 13:47:15,2,0,0,0
2024-06-13 13:47:30,83,0,0,83
2024-06-13 13:47:45,158,0,0,0
2024-06-13 13:48:00,2,0,0,0
2024-06-13 13:48:15,95,0,1,0
2024-06-13 13:48:30,288,0,61,43
2024-06-13 13:48:45,3,0,0,1
2024-06-13 13:49:00,56,0,28,0
2024-06-13 13:49:15,0,0,0,0
2024-06-13 13:49:30,93,5,0,0
2024-06-13 13:49:45,0,0,0,0
2024-06-13 13:50:00,0,0,0,0
