"Time","Total","Peers","Orderers","Couchsdb"
2024-06-13 13:43:00,189963,1241,3353,113
2024-06-13 13:43:15,206848,2034,3374,283
2024-06-13 13:43:30,207668,2342,3346,282
2024-06-13 13:43:45,222782,3328,3331,423
2024-06-13 13:44:00,219115,3066,3347,272
2024-06-13 13:44:15,225783,3277,3432,304
2024-06-13 13:44:30,230790,3558,3471,272
2024-06-13 13:44:45,313355,6119,5417,599
2024-06-13 13:45:00,1155210,30968,19967,4260
2024-06-13 13:45:15,2519002,80872,44205,9664
2024-06-13 13:45:30,3466713,105495,58217,13649
2024-06-13 13:45:45,3976962,127403,70220,17276
2024-06-13 13:46:00,3917532,126052,69451,17579
2024-06-13 13:46:15,3921389,124959,68994,17916
2024-06-13 13:46:30,3924589,125290,68780,18103
2024-06-13 13:46:45,3866258,123179,67369,17888
2024-06-13 13:47:00,3855329,122995,68343,18447
2024-06-13 13:47:15,3896678,123529,68922,18344
2024-06-13 13:47:30,3874235,121310,69087,18628
2024-06-13 13:47:45,3905087,122856,69577,18374
2024-06-13 13:48:00,3931001,123684,69713,18621
2024-06-13 13:48:15,3926931,124806,69017,18445
2024-06-13 13:48:30,3698870,119771,64302,18225
2024-06-13 13:48:45,3995784,126477,69548,18829
2024-06-13 13:49:00,3206890,106884,55987,14088
2024-06-13 13:49:15,1889187,58110,32376,8084
2024-06-13 13:49:30,1053755,22431,19125,2514
2024-06-13 13:49:45,211859,2763,3277,241
2024-06-13 13:50:00,211722,2939,3280,562
