"Time","Total","Peers","Orderers","Couchsdb"
2024-06-13 13:43:00,271389,27860,28605,17680
2024-06-13 13:43:15,411103,43103,43006,29510
2024-06-13 13:43:30,354872,36121,37728,25335
2024-06-13 13:43:45,405947,41511,41992,27977
2024-06-13 13:44:00,349048,36498,37749,24083
2024-06-13 13:44:15,348627,35956,37417,25122
2024-06-13 13:44:30,392653,40174,44531,26953
2024-06-13 13:44:45,342927,36350,36299,24485
2024-06-13 13:45:00,346633,34201,35388,24924
2024-06-13 13:45:15,401263,32846,32215,31674
2024-06-13 13:45:30,492575,39702,38714,40410
2024-06-13 13:45:45,538449,41356,40424,43954
2024-06-13 13:46:00,603124,48465,45278,49269
2024-06-13 13:46:15,508246,38568,37676,40041
2024-06-13 13:46:30,550183,41659,41209,44186
2024-06-13 13:46:45,665112,55612,54656,53460
2024-06-13 13:47:00,620892,49500,47935,51434
2024-06-13 13:47:15,564824,44748,43933,45971
2024-06-13 13:47:30,603325,44583,52109,50169
2024-06-13 13:47:45,597772,46331,47448,47290
2024-06-13 13:48:00,637535,52193,50914,50398
2024-06-13 13:48:15,629920,51662,52558,51438
2024-06-13 13:48:30,587114,47322,49912,52929
2024-06-13 13:48:45,797582,69506,69380,62822
2024-06-13 13:49:00,709299,64022,63621,54406
2024-06-13 13:49:15,644045,62196,62538,47875
2024-06-13 13:49:30,346379,35672,32979,26477
2024-06-13 13:49:45,467828,51118,50042,34185
2024-06-13 13:50:00,466169,50388,49873,31880
