"Time","All machines","machine69","machine70","machine77"
2024-06-13 13:43:00,109,37.4,35.6,35.3
2024-06-13 13:43:15,109,38.0,35.7,35.7
2024-06-13 13:43:30,109,37.5,35.6,35.6
2024-06-13 13:43:45,109,37.5,35.6,35.5
2024-06-13 13:44:00,109,37.5,35.6,35.6
2024-06-13 13:44:15,109,38.2,35.6,35.8
2024-06-13 13:44:30,109,37.7,35.7,35.4
2024-06-13 13:44:45,110,38.3,35.8,35.6
2024-06-13 13:45:00,111,38.1,36.1,36.2
2024-06-13 13:45:15,111,38.2,36.4,36.4
2024-06-13 13:45:30,112,38.7,36.4,36.3
2024-06-13 13:45:45,111,38.8,36.2,36.1
2024-06-13 13:46:00,112,38.7,36.5,36.7
2024-06-13 13:46:15,113,39.3,37.1,37.0
2024-06-13 13:46:30,113,39.2,36.8,36.7
2024-06-13 13:46:45,114,39.5,37.0,37.1
2024-06-13 13:47:00,114,39.1,37.1,37.1
2024-06-13 13:47:15,114,39.2,37.3,37.2
2024-06-13 13:47:30,114,39.3,37.5,37.5
2024-06-13 13:47:45,115,40.1,37.5,37.6
2024-06-13 13:48:00,116,40.0,37.8,37.8
2024-06-13 13:48:15,116,40.3,37.8,37.9
2024-06-13 13:48:30,116,40.6,37.9,37.9
2024-06-13 13:48:45,116,40.3,37.8,37.7
2024-06-13 13:49:00,117,40.4,38.1,38.0
2024-06-13 13:49:15,116,39.9,38.2,38.2
2024-06-13 13:49:30,116,40.1,38.0,38.1
2024-06-13 13:49:45,116,40.2,37.8,37.9
2024-06-13 13:50:00,116,40.0,38.2,38.2
