"Time","Total","Peers","Orderers"
2024-06-13 13:43:00,2.52,1.90,0.620
2024-06-13 13:43:15,2.54,1.94,0.600
2024-06-13 13:43:30,2.80,2.18,0.620
2024-06-13 13:43:45,2.84,2.22,0.620
2024-06-13 13:44:00,3.18,2.54,0.640
2024-06-13 13:44:15,3.24,2.64,0.595
2024-06-13 13:44:30,3.62,2.98,0.640
2024-06-13 13:44:45,3.98,2.90,1.08
2024-06-13 13:45:00,25.3,21.1,4.16
2024-06-13 13:45:15,42.6,33.7,8.94
2024-06-13 13:45:30,69.6,57.4,12.2
2024-06-13 13:45:45,81.0,66.4,14.6
2024-06-13 13:46:00,80.6,65.8,14.8
2024-06-13 13:46:15,81.8,66.6,15.2
2024-06-13 13:46:30,80.5,65.1,15.4
2024-06-13 13:46:45,81.2,67.2,14.0
2024-06-13 13:47:00,80.4,65.3,15.0
2024-06-13 13:47:15,77.2,62.3,14.9
2024-06-13 13:47:30,78.3,63.5,14.8
2024-06-13 13:47:45,81.5,66.2,15.2
2024-06-13 13:48:00,79.7,64.5,15.2
2024-06-13 13:48:15,77.8,63.1,14.7
2024-06-13 13:48:30,76.1,62.0,14.1
2024-06-13 13:48:45,75.8,62.0,13.8
2024-06-13 13:49:00,55.1,44.4,10.7
2024-06-13 13:49:15,40.2,33.8,6.42
2024-06-13 13:49:30,13.8,10.7,3.16
2024-06-13 13:49:45,3.92,3.26,0.660
2024-06-13 13:50:00,3.60,2.98,0.620
