"Time","orderers","peers","Total"
2024-06-13 13:43:00,0.116,108,108
2024-06-13 13:43:15,0.120,109,109
2024-06-13 13:43:30,0.124,109,109
2024-06-13 13:43:45,0.128,109,109
2024-06-13 13:44:00,0.130,109,109
2024-06-13 13:44:15,0.130,109,109
2024-06-13 13:44:30,0.132,109,109
2024-06-13 13:44:45,0.135,110,110
2024-06-13 13:45:00,0.183,111,111
2024-06-13 13:45:15,0.249,111,111
2024-06-13 13:45:30,0.290,111,111
2024-06-13 13:45:45,0.301,111,111
2024-06-13 13:46:00,0.343,111,111
2024-06-13 13:46:15,0.425,113,113
2024-06-13 13:46:30,0.372,112,112
2024-06-13 13:46:45,0.448,113,113
2024-06-13 13:47:00,0.494,114,114
2024-06-13 13:47:15,0.485,114,114
2024-06-13 13:47:30,0.542,114,114
2024-06-13 13:47:45,0.610,115,115
2024-06-13 13:48:00,0.564,115,115
2024-06-13 13:48:15,0.640,116,116
2024-06-13 13:48:30,0.683,116,116
2024-06-13 13:48:45,0.681,116,116
2024-06-13 13:49:00,0.684,116,116
2024-06-13 13:49:15,0.688,116,116
2024-06-13 13:49:30,0.688,116,116
2024-06-13 13:49:45,0.689,115,115
2024-06-13 13:50:00,0.689,116,116
