"Time","All machines","machine69","machine70"
2024-04-18 09:18:15,0,0,0
2024-04-18 09:18:30,0,0,0
2024-04-18 09:18:45,0,0,0
2024-04-18 09:19:00,0,0,0
2024-04-18 09:19:15,0,0,0
2024-04-18 09:19:30,0,0,0
2024-04-18 09:19:45,0,0,0
2024-04-18 09:20:00,0,0,1.02
2024-04-18 09:20:15,1.05,0,2.03
2024-04-18 09:20:30,3.15,1.07,3.03
2024-04-18 09:20:45,27.5,23.3,2.02
2024-04-18 09:21:00,29.8,24.4,1.02
2024-04-18 09:21:15,28.7,26.7,3.03
2024-04-18 09:21:30,5.38,5.35,2.01
2024-04-18 09:21:45,6.38,6.43,3.03
2024-04-18 09:22:00,5.28,5.35,5.10
2024-04-18 09:22:15,8.53,6.48,3.01
2024-04-18 09:22:30,8.53,6.51,3.05
2024-04-18 09:22:45,8.41,4.25,3.04
2024-04-18 09:23:00,5.23,1.07,3.04
2024-04-18 09:23:15,4.19,1.00,5.08
2024-04-18 09:23:30,4.14,1.07,6.36
2024-04-18 09:23:45,3.16,1.06,5.12
2024-04-18 09:24:00,3.11,1.07,3.02
2024-04-18 09:24:15,3.16,1.07,1.02
